label,redshift,score
GALAXY,0.3979976,3.706653387780534e-06
GALAXY,4.959061e-05,7.329480467888061e-06
QSO,0.0,0.00018150619871448725
GALAXY,-0.000190295,8.996110409498215e-06
GALAXY,-0.0007650075,2.2913065549801104e-05
GALAXY,0.8367317,1.000237898551859e-05
GALAXY,-0.000489905,2.4804392523947172e-05
GALAXY,0.7035394,7.903985874690989e-07
GALAXY,0.4934522,2.4969407604658045e-05
GALAXY,0.6505645,4.362805702839978e-05
GALAXY,-0.000139008,0.08905865997076035
QSO,6.699505e-05,8.213526598410681e-05
GALAXY,-4.312131e-05,6.109763148742786e-07
STAR,0.09299327,0.9998525381088257
GALAXY,-0.0003131031,4.694667040894274e-06
GALAXY,0.9876435,5.0294443099119235e-06
STAR,0.7892646,0.9997115731239319
GALAXY,0.240948,3.685270939968177e-06
GALAXY,-0.003844469,2.494222144378e-06
STAR,0.4510854,0.9999505281448364
GALAXY,0.7906158,4.012011686427286e-06
QSO,1.137533,1.0416671102575492e-05
STAR,1.05304,0.9999734163284302
GALAXY,-0.0001820406,1.3788713886242476e-06
GALAXY,0.4251125,1.5876769339229213e-06
GALAXY,-0.0004374,1.1531300287970225e-06
GALAXY,0.2410962,3.0414280445256736e-06
QSO,0.5513601,9.562606919644168e-07
GALAXY,-0.0002811863,2.652906914590858e-06
GALAXY,1.884243,1.6999048966681585e-05
STAR,0.5348644,0.9999579191207886
GALAXY,-0.0008878303,2.4827246306813322e-05
QSO,0.0001377364,3.787016282785771e-07
GALAXY,0.08199453,5.1042193263128866e-06
GALAXY,0.4989322,3.2958741940092295e-06
QSO,0.4050934,2.809184138641285e-07
GALAXY,0.5407777,1.1294504247416626e-06
STAR,0.2178651,0.9985848665237427
GALAXY,0.5779519,2.392451392552175e-07
QSO,0.000107039,1.3631769206767785e-06
GALAXY,0.000400792,1.0547996680543292e-06
GALAXY,0.6314155,1.1638011301329243e-06
GALAXY,0.4877976,9.889803322948865e-07
GALAXY,0.6859437,7.382214789686259e-06
GALAXY,0.2374796,2.882962462535943e-06
QSO,0.5640564,8.799008242021955e-07
GALAXY,-0.0006553655,1.2432671610440593e-05
QSO,0.4202813,2.0831730580539443e-06
GALAXY,8.876826e-07,9.372235581395216e-06
GALAXY,0.9296038,9.528373084322084e-06
GALAXY,-0.0001163678,3.095328111157869e-06
QSO,0.1149372,2.1378789824666455e-05
STAR,0.1286992,0.9997182488441467
GALAXY,0.7812719,6.229597056517377e-05
STAR,0.3803172,0.9998990297317505
QSO,0.1751149,1.3210706129029859e-05
GALAXY,1.460736,2.9572658604593016e-05
GALAXY,0.0001457217,2.2318008632282726e-06
QSO,2.254235,1.7275977370445617e-05
GALAXY,0.5385628,5.382110884966096e-06
GALAXY,0.523335,8.969731425167993e-06
STAR,-0.0001005273,0.9999648332595825
GALAXY,0.0001571518,0.0001219110272359103
GALAXY,3.197507,0.003972443286329508
GALAXY,0.7329195,3.015647507709218e-06
GALAXY,0.7292418,4.3907839426537976e-06
GALAXY,0.4751455,2.883168235712219e-06
GALAXY,0.6270007,4.1120060814137105e-06
GALAXY,0.0002626351,8.204255209420808e-06
STAR,0.6235024,0.9999583959579468
STAR,-8.703879e-05,0.9924706220626831
GALAXY,-0.00015583,4.415417606651317e-06
QSO,0.1660248,9.778577805263922e-07
GALAXY,0.6943816,6.463380941568175e-06
GALAXY,0.08141732,1.4776725265619461e-06
GALAXY,0.7160122,4.290166907594539e-05
GALAXY,0.2628297,5.242655788606498e-06
QSO,1.009002,3.768478927668184e-05
GALAXY,0.4093465,1.945265830727294e-05
QSO,8.019035e-05,2.246849589937483e-06
QSO,1.113791,4.486422767513432e-06
GALAXY,0.6026746,1.380840899400937e-06
GALAXY,0.7667547,4.880735673395975e-07
QSO,-0.0003544158,3.6092676509724697e-06
GALAXY,1.55363,3.035710506082978e-06
GALAXY,-0.0001845863,2.3211508960230276e-05
STAR,1.189197,0.9999772310256958
GALAXY,0.1948905,1.4129780538496561e-05
GALAXY,0.6418196,6.7688738454307895e-06
GALAXY,0.7054804,3.63731560355518e-05
QSO,-0.0003335582,7.075487360452826e-07
STAR,0.7254575,0.99994957447052
GALAXY,0.09655173,3.1174024570645997e-06
GALAXY,2.421073,8.831360105432395e-07
STAR,0.1286696,0.9997121691703796
GALAXY,-0.0001119046,3.2483835639141034e-06
STAR,0.1397793,0.9999635219573975
STAR,-7.436744e-05,0.9999797344207764
STAR,-8.750118e-05,0.9998214840888977
GALAXY,-3.754454e-06,2.9058635391265852e-06
QSO,-4.875028e-05,5.811868959426647e-06
QSO,0.04731116,1.9912336938432418e-05
QSO,-5.412301e-05,9.253057555724808e-07
GALAXY,7.288925e-05,2.610561750771012e-06
STAR,1.639306,0.9999736547470093
GALAXY,0.4241079,1.393453317177773e-06
QSO,4.11414,6.793297870899551e-07
GALAXY,0.5572671,2.6632244498614455e-06
GALAXY,2.257589,3.142619107165956e-06
GALAXY,1.690922,4.470979092729976e-06
GALAXY,0.3647372,9.681709798314841e-07
STAR,-0.0002138585,0.9998207688331604
STAR,0.1311294,0.9999737739562988
GALAXY,1.142047,1.0537578418734483e-05
GALAXY,0.2475294,3.1625602332496783e-06
STAR,0.5932891,0.9999644756317139
STAR,0.2453929,0.9999407529830933
GALAXY,0.6229954,1.6805155610200018e-05
STAR,0.6013764,0.9999794960021973
GALAXY,0.5295355,2.443605990265496e-05
QSO,0.7344499,4.587617877405137e-05
GALAXY,0.1470969,2.912626769102644e-06
GALAXY,0.7919522,1.6932025346250157e-06
QSO,0.1468664,1.3220051187090576e-06
GALAXY,9.49239e-05,2.033601049333811e-06
QSO,0.06139659,7.718790584476665e-06
STAR,0.04823654,0.9999754428863525
QSO,0.3656437,1.7388183550792746e-06
QSO,0.280783,1.7720799405651633e-06
QSO,-0.001301043,3.681885573314503e-05
GALAXY,0.000297142,6.722032139805378e-07
QSO,0.7024726,0.00016430002870038152
QSO,9.649184e-05,3.5218797620473197e-06
GALAXY,0.7236793,1.2513128240243532e-06
GALAXY,0.4773588,1.728394090605434e-05
STAR,-3.938387e-05,0.997514009475708
GALAXY,1.159577,1.9951334252255037e-05
STAR,0.04998754,0.9997014403343201
GALAXY,0.6220456,5.840945232193917e-05
GALAXY,1.152262,1.2780298675352242e-05
GALAXY,0.1358199,2.1460286916408222e-06
GALAXY,0.6316014,4.540339432423934e-06
GALAXY,0.6176822,2.23508527597005e-06
GALAXY,0.5997388,8.649421943118796e-06
QSO,1.529118,6.521776185763883e-07
STAR,0.5752848,0.9999743700027466
STAR,0.08341484,0.9999682903289795
QSO,0.2079272,9.165434676106088e-06
GALAXY,0.6527949,2.0135679733357392e-05
GALAXY,-0.0006493812,1.1413085303502157e-06
QSO,0.1014659,6.001404472044669e-06
STAR,0.5809354,0.9999370574951172
GALAXY,2.845277,8.812726832729822e-07
STAR,0.7753103,0.9998389482498169
GALAXY,0.142106,6.511774245154811e-06
STAR,0.9112711,0.9999885559082031
GALAXY,0.6521583,0.00014346375246532261
GALAXY,0.1775744,2.4416218366241083e-05
GALAXY,0.5927432,7.79779929871438e-06
STAR,0.05575417,0.9995842576026917
QSO,9.332735e-05,2.48085616476601e-05
GALAXY,-9.479361e-05,5.323925051925471e-07
STAR,1.563866,0.9999696016311646
GALAXY,-0.0005119199,5.748489911638899e-06
GALAXY,0.4510429,0.0005786370020359755
STAR,0.5293583,0.999929666519165
GALAXY,0.3456193,1.5283035281754564e-06
QSO,0.7126931,1.6417379811173305e-06
QSO,1.699927,3.7956451706122607e-06
QSO,-0.0005666251,8.39718325096328e-07
GALAXY,-0.0006314191,3.026867034350289e-06
GALAXY,-0.0001048971,1.3836188372806646e-05
QSO,0.5125471,1.469516405450122e-06
GALAXY,0.4482571,4.628269834938692e-06
GALAXY,0.5243807,3.035077952517895e-06
GALAXY,0.71039,1.8860852151192375e-06
STAR,0.5026131,0.995764970779419
GALAXY,-0.0003415212,9.629002306610346e-06
GALAXY,9.831514e-05,1.1870578191519598e-06
STAR,0.08645041,0.9994606375694275
GALAXY,2.365007,2.0263427359168418e-05
STAR,1.445908,0.999703586101532
QSO,1.33692,4.422565211825713e-07
GALAXY,0.154732,1.0231178748654202e-06
GALAXY,1.840043e-05,2.8820841180277057e-05
STAR,0.5436245,0.9999639987945557
STAR,0.0003633051,0.9983912110328674
GALAXY,0.5997224,8.376463483728003e-06
GALAXY,0.5845864,5.490667717822362e-06
GALAXY,-7.684906e-05,1.1671085303532891e-05
QSO,0.5198569,1.0612683354338515e-06
GALAXY,0.02684656,2.6487241484574042e-06
STAR,0.5469278,0.9983763694763184
GALAXY,0.1967457,7.724889655946754e-06
STAR,1.065111,0.9999889135360718
GALAXY,0.4710208,5.982271318316634e-07
GALAXY,3.719142e-05,7.82825554779265e-06
GALAXY,-5.237661e-05,3.4877607504313346e-06
STAR,3.298554e-05,0.9996360540390015
STAR,0.2429333,0.9992795586585999
GALAXY,0.6695353,7.110206752258819e-06
QSO,2.192314,1.5166152707024594e-06
GALAXY,0.07110112,4.287676802050555e-06
STAR,0.098927,0.9998369216918945
GALAXY,1.093452,8.892749065125827e-06
QSO,0.08470649,4.354890734248329e-06
GALAXY,1.163608e-05,7.917118637124076e-06
GALAXY,-0.0001822964,5.102238446852425e-06
STAR,0.5139006,0.999897837638855
GALAXY,0.05948798,7.882130375946872e-06
GALAXY,1.683188,2.722214503592113e-06
GALAXY,0.481561,1.5548282590316376e-06
STAR,1.325698,0.9999889135360718
GALAXY,0.558896,7.674068911001086e-06
GALAXY,0.8099943,3.960977039696445e-07
GALAXY,1.562906,6.106563432695111e-06
STAR,-8.055964e-05,0.999945878982544
GALAXY,0.2735117,5.705398962163599e-06
GALAXY,0.9030188,1.1612131629590294e-06
QSO,0.6142701,3.724853456787969e-07
QSO,0.6751611,3.795819793595001e-05
GALAXY,-0.0002854959,2.3703249098616652e-05
STAR,0.7736351,0.9991632699966431
GALAXY,1.051599,6.650365321547724e-06
GALAXY,2.123047,1.1097464494014275e-06
GALAXY,-0.0001516398,3.8671794754918665e-05
GALAXY,0.5912284,1.4168147117743501e-06
STAR,0.1346364,0.9999734163284302
QSO,0.65273,3.948620360461064e-06
GALAXY,0.5286083,4.086313765583327e-06
GALAXY,0.4903407,7.97702250565635e-06
STAR,-0.0006493945,0.9999074935913086
QSO,0.04713573,1.2351695204415591e-06
GALAXY,0.8029363,1.1452663102318184e-06
GALAXY,0.07525764,1.2668592717091087e-06
GALAXY,-0.0006811746,2.3995948140509427e-05
QSO,0.6976209,2.6727522595138e-07
GALAXY,0.4855308,7.930284482426941e-06
STAR,-0.0009973107,0.999954104423523
GALAXY,0.5260855,1.023422555590514e-06
STAR,0.4019203,0.99969482421875
QSO,0.0,9.050327935256064e-05
GALAXY,0.4831013,8.123565748974215e-06
STAR,0.6877476,0.9997618794441223
GALAXY,0.0,7.708580369580886e-07
GALAXY,0.7135886,1.7561544609634439e-06
GALAXY,0.5057409,2.9475424980773823e-06
GALAXY,0.9872686,1.1599558092711959e-05
GALAXY,0.4911981,4.955579788656905e-05
STAR,0.06932586,0.9999876022338867
STAR,0.6184042,0.9988524913787842
GALAXY,0.6098797,1.39503822538245e-06
GALAXY,6.693554e-05,2.2634631022810936e-05
QSO,2.128958,6.431524070649175e-06
GALAXY,1.192905,5.372026407712838e-06
STAR,0.04518461,0.999946117401123
GALAXY,0.1359736,4.500322120293276e-06
GALAXY,-0.0004744338,1.0001720056607155e-06
STAR,0.08248373,0.9999518394470215
GALAXY,-0.0003246354,4.866256858804263e-06
GALAXY,0.5811725,2.7459811917651678e-06
QSO,0.1235685,4.536963444934372e-07
GALAXY,0.6077303,1.178664570034016e-05
GALAXY,0.0001155318,8.350927600986324e-06
QSO,1.198157,1.4518212083203252e-05
GALAXY,2.380133e-05,3.495336841297103e-06
STAR,0.4479701,0.9999388456344604
GALAXY,1.430544,6.414432846213458e-06
GALAXY,2.967228,3.0688694096170366e-05
GALAXY,0.4810775,1.0574519365036394e-05
GALAXY,0.5074407,7.560524409200298e-06
STAR,3.511379e-06,0.9995965361595154
STAR,-6.565417e-05,0.9999256134033203
QSO,-0.0001432026,2.5366349291289225e-05
QSO,0.2562778,1.335602860308427e-06
GALAXY,0.2918218,2.1534693587454967e-05
GALAXY,0.4790511,2.590473513919278e-06
GALAXY,-0.0002075223,2.7335861432220554e-06
STAR,0.3041846,0.999922513961792
GALAXY,0.4618881,1.9813899143628078e-06
STAR,0.2652985,0.9999880790710449
GALAXY,0.562779,3.2676278351573274e-05
GALAXY,1.481068,1.106683839680045e-06
STAR,2.852152,0.9999411106109619
QSO,0.6055794,6.903578082528838e-07
GALAXY,0.06042485,6.0391837905626744e-05
STAR,0.208138,0.9999548196792603
GALAXY,0.08013721,4.1240818973165005e-06
GALAXY,0.0001689849,3.4653650800464675e-05
GALAXY,0.4600655,2.7373111151973717e-05
STAR,0.07912707,0.9998929500579834
STAR,0.2513435,0.9998905658721924
GALAXY,0.4836249,1.8231222611575504e-06
GALAXY,0.2892441,6.939523586879659e-07
QSO,0.3754822,9.921526498146704e-07
QSO,0.3397858,5.701645477529382e-06
STAR,0.1029903,0.9999595880508423
GALAXY,0.495115,1.8630348677106667e-06
QSO,0.00043331,4.250724032317521e-06
GALAXY,1.505232,3.663374400275643e-06
GALAXY,0.3262367,9.313292821389041e-07
GALAXY,1.155025,5.374865850171773e-06
GALAXY,0.1298006,9.546655928716063e-05
QSO,0.4505151,1.3351721008802997e-06
GALAXY,0.3142303,9.441538168175612e-06
GALAXY,0.2374872,9.822838364925701e-07
QSO,0.2480318,1.6750948361732299e-06
GALAXY,0.6347947,1.60968102136394e-06
STAR,0.3376533,0.9999655485153198
STAR,1.005022,0.9999350309371948
QSO,2.408766,8.372564366254664e-07
GALAXY,0.466586,1.0988010217261035e-05
QSO,0.4952168,1.2907973541587126e-05
GALAXY,-0.0001428888,3.1545639558316907e-06
STAR,-0.0002932042,0.9997255206108093
STAR,0.8247067,0.9998869895935059
GALAXY,0.5278332,1.714740756142419e-05
GALAXY,0.0002444596,5.748363400925882e-05
GALAXY,1.086745,4.0227637327916455e-06
GALAXY,0.1280807,1.3471619240590371e-05
STAR,0.02159397,0.9999758005142212
GALAXY,0.3473901,1.8766087350741145e-06
STAR,0.9288485,0.9998912811279297
GALAXY,0.07021415,5.4948864089965355e-06
GALAXY,0.0003062061,1.3866731933376286e-05
GALAXY,2.932468,6.335873422358418e-06
QSO,0.58881,5.338707524060737e-06
STAR,2.705589,0.9997920393943787
QSO,0.1369069,2.7442840746516595e-06
STAR,0.5157949,0.9991627931594849
STAR,0.06229851,0.9997665286064148
GALAXY,0.5691488,5.020277603762224e-05
GALAXY,0.9384789,6.95030848874012e-07
GALAXY,-6.116901e-05,5.030346073908731e-06
GALAXY,0.7758949,2.328252412553411e-05
GALAXY,0.08374836,1.9836930732708424e-05
QSO,3.245087,9.908285392157268e-07
GALAXY,0.4563796,4.412518592289416e-06
QSO,0.5356521,7.845617915336334e-07
QSO,0.1159609,0.00013782230962533504
GALAXY,1.351548,7.203902328001277e-07
GALAXY,0.4164639,3.570158014554181e-06
GALAXY,0.1699945,8.008983968466055e-06
GALAXY,0.572427,1.249463912245119e-05
STAR,0.8679098,0.999303936958313
GALAXY,0.1087148,2.9617140171467327e-06
QSO,0.1136179,3.925841156160459e-06
GALAXY,0.9780411,4.689147203862376e-07
GALAXY,1.274327,4.62983334728051e-05
GALAXY,2.258024,4.292050562071381e-06
STAR,0.198757,0.999953031539917
GALAXY,2.626022,4.232535957271466e-06
STAR,0.4356377,0.9996479749679565
STAR,0.4534341,0.9985923171043396
GALAXY,0.09067542,2.754060915322043e-06
GALAXY,0.0002381746,5.883869562239852e-06
QSO,0.0003816967,8.315856393892318e-05
STAR,0.4667528,0.9999085664749146
STAR,0.0003859294,0.9998348951339722
QSO,2.821194,1.527110043753055e-06
GALAXY,0.4807962,2.6566842734609963e-06
STAR,0.6490484,0.999683141708374
QSO,0.631457,5.561279067478608e-06
GALAXY,-5.105785e-05,3.312069111416349e-06
GALAXY,0.856513,1.2560584764287341e-05
GALAXY,0.1171097,6.738484898960451e-06
GALAXY,0.08066715,1.6107163901324384e-05
STAR,-0.0002842768,0.9999333620071411
GALAXY,0.4654319,3.7063302897877293e-06
GALAXY,0.07255198,6.403054157999577e-06
STAR,0.0003240931,0.9999793767929077
GALAXY,1.683186,2.6551813334663166e-06
STAR,0.8544879,0.9999293088912964
STAR,0.5310654,0.9992314577102661
QSO,0.3174535,1.3048982054897351e-06
GALAXY,0.06786246,3.702297703966906e-07
GALAXY,0.2767776,5.186862836126238e-06
QSO,-3.494343e-05,9.15063878892397e-07
QSO,0.5715719,2.8799156552850036e-06
GALAXY,-0.0003977284,5.4750998970121145e-06
STAR,0.2269102,0.9999401569366455
GALAXY,0.7258077,1.1114479093521368e-05
GALAXY,0.3954906,2.101797008435824e-06
STAR,0.4587429,0.9999074935913086
GALAXY,0.6006526,0.005222900304943323
GALAXY,0.5515727,2.213681227658526e-06
GALAXY,0.01863421,1.2563436939672101e-05
GALAXY,-0.0002755413,1.0715393727878109e-06
GALAXY,-0.001720482,2.1094572275615064e-06
QSO,0.669225,1.0846822988241911e-05
GALAXY,0.3729353,1.0118662430613767e-05
STAR,0.4523533,0.9997254014015198
GALAXY,0.0008656858,3.477462087175809e-05
GALAXY,0.09786667,2.1233157895039767e-05
GALAXY,-0.0001304732,1.994865851884242e-05
STAR,-0.0003800318,0.9994581341743469
GALAXY,0.488376,1.0288725889040506e-06
GALAXY,0.7256914,3.08942412630131e-06
QSO,0.0009241875,1.7860535081126727e-05
GALAXY,0.05347805,6.25013344688341e-05
GALAXY,0.5732502,1.4303817806649022e-05
GALAXY,-9.851682e-05,2.9105220164638013e-05
GALAXY,0.1605474,5.322945071384311e-06
QSO,0.1500713,8.070450348895974e-06
GALAXY,0.6114083,3.2033703973866068e-06
GALAXY,0.03234032,9.767495612322818e-06
GALAXY,-3.428965e-05,2.2903115677763708e-05
GALAXY,0.3257404,6.434179340431001e-07
GALAXY,0.7472054,2.0835948362218915e-06
GALAXY,0.06829368,1.2573933645398938e-06
GALAXY,0.9496195,3.019964788109064e-05
GALAXY,0.07187309,5.376617764341063e-07
GALAXY,0.3839195,8.42322151584085e-06
GALAXY,2.35003,9.334023161500227e-06
GALAXY,1.973471,7.68338122725254e-06
GALAXY,0.1025783,4.354124484962085e-06
GALAXY,-0.0002455178,3.441019316596794e-06
GALAXY,0.9408078,5.433631713458453e-07
STAR,0.1308089,0.999595582485199
QSO,0.0002205574,7.753168029012159e-05
GALAXY,1.206578e-05,7.385974640783388e-06
GALAXY,-0.0007097676,1.329604515376559e-06
QSO,-0.0002796849,1.5271622032742016e-05
GALAXY,0.6854138,1.2524327530627488e-06
QSO,0.1339448,8.995232747111004e-06
GALAXY,2.229352,1.3150489394320175e-05
GALAXY,0.7128178,1.0241811651212629e-05
QSO,0.2287249,1.7817371826822637e-06
GALAXY,8.038169e-05,1.560824784974102e-05
GALAXY,0.3716707,3.3864553188323043e-06
GALAXY,0.5857663,1.796520700736437e-05
STAR,-4.27456e-05,0.9999923706054688
STAR,0.0004282504,0.9997685551643372
GALAXY,0.4763408,3.3262986107729375e-05
GALAXY,0.4726898,1.9267122297605965e-06
GALAXY,1.447866,0.00015702769451308995
GALAXY,0.4867317,7.088940037647262e-06
GALAXY,0.5607872,1.075330715138989e-06
GALAXY,0.4973046,6.785189725633245e-07
GALAXY,1.143899,1.8791896536640706e-06
GALAXY,8.450371e-06,1.5578654711134732e-05
GALAXY,0.3525435,6.1512655520346016e-06
GALAXY,-0.0004363256,2.399861295998562e-05
QSO,-0.0001970699,5.541611244552769e-06
GALAXY,1.185399,3.7131194403627887e-06
STAR,0.6011354,0.9999849796295166
GALAXY,0.4837725,1.0314198334526736e-05
GALAXY,0.8818036,1.8983959080287605e-06
GALAXY,0.2072696,1.0034248589363415e-05
QSO,0.000159757,0.00013465204392559826
GALAXY,0.2559249,2.348144562347443e-06
GALAXY,0.0008097653,1.2707956784652197e-06
GALAXY,0.4017606,3.4194043109891936e-05
GALAXY,1.778084,5.795459969704098e-07
GALAXY,0.4226351,6.1336063481576275e-06
GALAXY,-0.0002325206,1.757101813382178e-06
GALAXY,1.58314,3.8045084238547133e-06
GALAXY,0.9714469,1.0570538506726734e-05
QSO,0.5297252,0.00014331776765175164
GALAXY,0.8185346,3.7764232274639653e-06
STAR,0.4618337,0.9998162388801575
STAR,-0.0004697047,0.9994169473648071
GALAXY,-0.0007499626,1.6499583352924674e-06
QSO,0.05151905,2.4497323920513736e-06
STAR,0.5668978,0.9999864101409912
STAR,0.6064113,0.9981270432472229
GALAXY,0.9062488,3.779015742111369e-06
QSO,0.8636996,3.817336619249545e-06
GALAXY,1.638086,1.5177662135101855e-05
STAR,0.0001559959,0.999915599822998
GALAXY,0.09073669,3.550268274921109e-06
GALAXY,-0.0001653169,4.022336270281812e-06
STAR,-6.421289e-05,0.9992577433586121
GALAXY,0.03187571,1.625521804271557e-06
QSO,2.233538,9.493576840213791e-07
GALAXY,-0.0002737422,1.4396234746527625e-06
GALAXY,0.002659803,5.399240762926638e-06
QSO,2.1524,2.6264362986694323e-06
QSO,1.853504,1.6744493223086465e-06
GALAXY,3.581189e-05,1.0328860753361369e-06
GALAXY,0.02520283,1.3947289971838472e-06
GALAXY,7.05018e-06,5.095810138300294e-07
STAR,0.0,0.9987385869026184
GALAXY,0.5159772,4.999851626052987e-06
GALAXY,0.6132317,1.5212344806059264e-06
STAR,0.3681942,0.9999243021011353
GALAXY,0.4190989,9.14735153401125e-07
GALAXY,-0.000562857,1.8294865640200442e-06
QSO,0.07709867,1.56865717144683e-05
QSO,0.0001670347,4.71610801469069e-05
QSO,0.4257156,4.362733250218298e-07
GALAXY,1.933502,1.678417788752995e-06
STAR,1.437459,0.9994800686836243
STAR,0.466329,0.9999791383743286
GALAXY,0.1041778,3.0678218081447994e-06
GALAXY,0.2156218,1.1498908861540258e-05
QSO,-0.0003660379,1.3418763273875811e-06
GALAXY,-1.86704e-05,8.132471521093976e-06
GALAXY,0.07697715,9.083050827030092e-06
GALAXY,0.06985735,4.067064310220303e-06
GALAXY,1.187325,1.3043037370152888e-06
QSO,0.1327623,1.4353513506648596e-06
QSO,-0.0002375683,0.000136472619487904
GALAXY,0.09183626,2.673766630323371e-06
GALAXY,0.07814571,1.5663787053199485e-05
GALAXY,0.5642363,8.668860573379789e-06
STAR,0.5136872,0.9999879598617554
QSO,2.376711,3.639189890236594e-05
GALAXY,2.096793,1.1701036783051677e-05
GALAXY,0.6190612,2.321464535270934e-06
GALAXY,-0.0003768638,0.00014469095913227648
QSO,0.448002,1.5548632745776558e-06
GALAXY,0.2669356,7.381664090644335e-06
GALAXY,0.6184291,1.7293593828071607e-06
GALAXY,0.4905083,9.554732059768867e-06
GALAXY,0.3996873,5.5158661780296825e-06
GALAXY,6.436254,2.5542001367284684e-06
GALAXY,-0.000284579,6.568191111000488e-06
QSO,0.4700521,5.3618241508957e-06
GALAXY,0.183099,1.1302647180855274e-05
QSO,0.5224445,2.2820261165179545e-06
GALAXY,0.1826577,5.406822765507968e-06
STAR,0.1101337,0.9999653100967407
GALAXY,1.291156,0.0015351023757830262
GALAXY,0.4503124,2.5825372631516075e-06
STAR,0.2684495,0.9996464252471924
GALAXY,0.7460768,1.6046263908719993e-06
STAR,0.599766,0.9998483657836914
GALAXY,0.0838319,4.2723513615783304e-07
GALAXY,0.4714377,2.0863146801275434e-06
GALAXY,0.8285324,1.485112875343475e-06
GALAXY,1.188706,1.5238791775118443e-06
STAR,0.9422368,0.9999778270721436
QSO,0.4286682,6.011260120430961e-05
GALAXY,0.7557345,2.0846489405812463e-06
QSO,2.276081,2.477162070135819e-06
GALAXY,-0.0003139818,5.067714027973125e-06
GALAXY,0.5516762,1.768431866366882e-05
QSO,-0.001151853,2.4641130949021317e-06
GALAXY,0.706819,3.1358008527604397e-06
GALAXY,2.647915e-05,3.1329491321230307e-06
STAR,0.1966168,0.9999135732650757
GALAXY,0.8140815,1.9554843674995936e-05
GALAXY,0.1925664,6.295592356764246e-06
GALAXY,0.03799655,7.318561188185413e-07
GALAXY,0.5324392,5.765523951595242e-07
GALAXY,0.7061672,3.065969576709904e-05
GALAXY,0.2955823,9.943879376805853e-06
GALAXY,0.0001709777,2.574954578449251e-06
GALAXY,1.15549,2.2649173843092285e-06
GALAXY,0.7745818,1.393253228343383e-06
STAR,0.6355196,0.999919056892395
GALAXY,0.4895342,6.243653388082748e-06
GALAXY,0.8397446,5.075600711279549e-06
QSO,2.359512,3.943363935832167e-06
GALAXY,-0.001150466,2.9626009563799016e-05
GALAXY,-0.0005126774,2.2256392185227014e-05
QSO,1.92169,7.750880286039319e-06
GALAXY,1.915596,5.740778306062566e-06
QSO,-0.0004618364,4.332532625994645e-06
QSO,0.7287624,5.813531515741488e-06
GALAXY,0.7732533,8.965783308667596e-06
GALAXY,-0.00018102,5.597798008238897e-06
GALAXY,0.7546697,7.920910434222606e-07
QSO,0.2011218,6.520195893244818e-05
STAR,0.4983744,0.9999817609786987
QSO,0.1340375,2.5977608402172336e-06
GALAXY,0.0559881,1.397002961311955e-06
GALAXY,0.001272968,1.595637877471745e-05
GALAXY,0.8346869,7.589994311274495e-06
GALAXY,0.4870847,5.135591436555842e-06
GALAXY,-0.001398197,1.8698274288908578e-06
GALAXY,1.542891,1.0271145356455236e-06
QSO,0.590947,1.2396329111652449e-05
GALAXY,9.525783e-05,2.9506785722333007e-05
GALAXY,0.4066271,2.1943136744084768e-05
GALAXY,0.0002729662,4.580659606290283e-06
STAR,1.05527,0.9999852180480957
GALAXY,0.5350961,4.425916813488584e-06
QSO,-1.223081e-05,2.61063760262914e-05
GALAXY,1.124516,1.0369068377258372e-06
GALAXY,-0.0003483227,3.926153055999748e-07
GALAXY,0.7142173,1.5732672181911767e-05
STAR,0.6083263,0.9998561143875122
GALAXY,0.1935419,3.932819709007163e-06
GALAXY,1.156058,2.5851056761894142e-06
STAR,0.0748751,0.9998502731323242
GALAXY,0.05102345,1.39621931793954e-06
GALAXY,0.0005780646,4.546468062471831e-06
STAR,1.511934,0.9997703433036804
GALAXY,0.4874431,2.082382479784428e-06
STAR,5.4662e-05,0.9989306330680847
STAR,0.4667921,0.9998888969421387
STAR,0.6029249,0.9999707937240601
STAR,0.1039161,0.9999159574508667
GALAXY,0.7908412,6.230504823179217e-06
GALAXY,0.4752981,7.94807419879362e-07
QSO,0.4665478,8.22931838229124e-07
STAR,0.6161139,0.9998564720153809
STAR,-3.446084e-05,0.9990285634994507
GALAXY,0.5707721,6.797389460189152e-07
GALAXY,0.5548151,1.162532043963438e-06
GALAXY,-0.005675106,2.9479826935130404e-06
GALAXY,0.2144369,2.712801688176114e-06
GALAXY,2.520146,9.236394362233113e-06
GALAXY,0.4763862,3.7906104353169212e-06
GALAXY,0.4227875,6.773001587134786e-06
STAR,1.414653,0.9999735355377197
GALAXY,0.5756266,2.3700354745415098e-07
STAR,1.316687,0.9998255372047424
QSO,0.5835787,2.061956183752045e-05
GALAXY,0.07814831,7.925462455204979e-07
GALAXY,8.314257e-05,5.659003818436759e-06
GALAXY,0.6103526,4.3301679397700354e-07
QSO,0.1361599,4.8321585381927434e-06
GALAXY,4.875203e-05,3.927804300474236e-06
GALAXY,0.3426948,1.0364129821027745e-06
GALAXY,0.06817152,1.2846137906308286e-05
GALAXY,0.5350401,1.5014999235063442e-06
QSO,0.5490663,2.552837395342067e-05
GALAXY,2.939997,5.911989865126088e-05
STAR,0.06608807,0.9998577833175659
QSO,0.3751344,5.569830136664677e-06
QSO,0.6432918,2.1898188151681097e-06
GALAXY,0.410176,2.4238099285867065e-05
GALAXY,0.1717775,8.24818926048465e-06
